# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 50000
16688 83435 0 0.0 0.0 0.0
16689 83440 0 0.0 0.0 0.0
16690 83445 0 0.0 0.0 0.0
16691 83450 0 0.0 0.0 0.0
16692 83455 0 0.0 0.0 0.0
16693 83460 0 0.0 0.0 0.0
16694 83465 0 0.0 0.0 0.0
16695 83470 0 0.0 0.0 0.0
16696 83475 0 0.0 0.0 0.0
16697 83480 0 0.0 0.0 0.0
16698 83485 0 0.0 0.0 0.0
16699 83490 0 0.0 0.0 0.0
16700 83495 0 0.0 0.0 0.0
16701 83500 0 0.0 0.0 0.0
16702 83505 0 0.0 0.0 0.0
16703 83510 0 0.0 0.0 0.0
16704 83515 0 0.0 0.0 0.0
16705 83520 0 0.0 0.0 0.0
16706 83525 0 0.0 0.0 0.0
16707 83530 0 0.0 0.0 0.0
16708 83535 0 0.0 0.0 0.0
16709 83540 0 0.0 0.0 0.0
16710 83545 0 0.0 0.0 0.0
16711 83550 0 0.0 0.0 0.0
16712 83555 0 0.0 0.0 0.0
16713 83560 0 0.0 0.0 0.0
16714 83565 0 0.0 0.0 0.0
16715 83570 0 0.0 0.0 0.0
16716 83575 0 0.0 0.0 0.0
16717 83580 0 0.0 0.0 0.0
16718 83585 0 0.0 0.0 0.0
16719 83590 0 0.0 0.0 0.0
16720 83595 0 0.0 0.0 0.0
16721 83600 0 0.0 0.0 0.0
16722 83605 0 0.0 0.0 0.0
16723 83610 0 0.0 0.0 0.0
16724 83615 0 0.0 0.0 0.0
16725 83620 0 0.0 0.0 0.0
16726 83625 0 0.0 0.0 0.0
16727 83630 0 0.0 0.0 0.0
16728 83635 0 0.0 0.0 0.0
16729 83640 0 0.0 0.0 0.0
16730 83645 0 0.0 0.0 0.0
16731 83650 0 0.0 0.0 0.0
16732 83655 0 0.0 0.0 0.0
16733 83660 0 0.0 0.0 0.0
16734 83665 0 0.0 0.0 0.0
16735 83670 0 0.0 0.0 0.0
16736 83675 0 0.0 0.0 0.0
16737 83680 0 0.0 0.0 0.0
16738 83685 0 0.0 0.0 0.0
16739 83690 0 0.0 0.0 0.0
16740 83695 0 0.0 0.0 0.0
16741 83700 0 0.0 0.0 0.0
16742 83705 0 0.0 0.0 0.0
16743 83710 0 0.0 0.0 0.0
16744 83715 0 0.0 0.0 0.0
16745 83720 0 0.0 0.0 0.0
16746 83725 0 0.0 0.0 0.0
16747 83730 0 0.0 0.0 0.0
16748 83735 0 0.0 0.0 0.0
16749 83740 0 0.0 0.0 0.0
16750 83745 0 0.0 0.0 0.0
16751 83750 0 0.0 0.0 0.0
16752 83755 0 0.0 0.0 0.0
16753 83760 0 0.0 0.0 0.0
16754 83765 0 0.0 0.0 0.0
16755 83770 0 0.0 0.0 0.0
16756 83775 0 0.0 0.0 0.0
16757 83780 0 0.0 0.0 0.0
16758 83785 0 0.0 0.0 0.0
16759 83790 0 0.0 0.0 0.0
16760 83795 0 0.0 0.0 0.0
16761 83800 0 0.0 0.0 0.0
16762 83805 0 0.0 0.0 0.0
16763 83810 0 0.0 0.0 0.0
16764 83815 0 0.0 0.0 0.0
16765 83820 0 0.0 0.0 0.0
16766 83825 0 0.0 0.0 0.0
16767 83830 0 0.0 0.0 0.0
16768 83835 0 0.0 0.0 0.0
16769 83840 0 0.0 0.0 0.0
16770 83845 0 0.0 0.0 0.0
16771 83850 0 0.0 0.0 0.0
16772 83855 0 0.0 0.0 0.0
16773 83860 0 0.0 0.0 0.0
16774 83865 0 0.0 0.0 0.0
16775 83870 0 0.0 0.0 0.0
16776 83875 0 0.0 0.0 0.0
16777 83880 0 0.0 0.0 0.0
16778 83885 0 0.0 0.0 0.0
16779 83890 0 0.0 0.0 0.0
16780 83895 0 0.0 0.0 0.0
16781 83900 0 0.0 0.0 0.0
16782 83905 0 0.0 0.0 0.0
16783 83910 0 0.0 0.0 0.0
16784 83915 0 0.0 0.0 0.0
16785 83920 0 0.0 0.0 0.0
16786 83925 0 0.0 0.0 0.0
16787 83930 0 0.0 0.0 0.0
16788 83935 0 0.0 0.0 0.0
16789 83940 0 0.0 0.0 0.0
16790 83945 0 0.0 0.0 0.0
16791 83950 0 0.0 0.0 0.0
16792 83955 0 0.0 0.0 0.0
16793 83960 0 0.0 0.0 0.0
16794 83965 0 0.0 0.0 0.0
16795 83970 0 0.0 0.0 0.0
16796 83975 0 0.0 0.0 0.0
16797 83980 0 0.0 0.0 0.0
16798 83985 0 0.0 0.0 0.0
16799 83990 0 0.0 0.0 0.0
16800 83995 0 0.0 0.0 0.0
16801 84000 0 0.0 0.0 0.0
16802 84005 0 0.0 0.0 0.0
16803 84010 0 0.0 0.0 0.0
16804 84015 0 0.0 0.0 0.0
16805 84020 0 0.0 0.0 0.0
16806 84025 0 0.0 0.0 0.0
16807 84030 0 0.0 0.0 0.0
16808 84035 0 0.0 0.0 0.0
16809 84040 0 0.0 0.0 0.0
16810 84045 0 0.0 0.0 0.0
16811 84050 0 0.0 0.0 0.0
16812 84055 0 0.0 0.0 0.0
16813 84060 0 0.0 0.0 0.0
16814 84065 0 0.0 0.0 0.0
16815 84070 0 0.0 0.0 0.0
16816 84075 0 0.0 0.0 0.0
16817 84080 0 0.0 0.0 0.0
16818 84085 0 0.0 0.0 0.0
16819 84090 0 0.0 0.0 0.0
16820 84095 0 0.0 0.0 0.0
16821 84100 0 0.0 0.0 0.0
16822 84105 0 0.0 0.0 0.0
16823 84110 0 0.0 0.0 0.0
16824 84115 0 0.0 0.0 0.0
16825 84120 0 0.0 0.0 0.0
16826 84125 0 0.0 0.0 0.0
16827 84130 0 0.0 0.0 0.0
16828 84135 0 0.0 0.0 0.0
16829 84140 0 0.0 0.0 0.0
16830 84145 0 0.0 0.0 0.0
16831 84150 0 0.0 0.0 0.0
16832 84155 0 0.0 0.0 0.0
16833 84160 0 0.0 0.0 0.0
16834 84165 0 0.0 0.0 0.0
16835 84170 0 0.0 0.0 0.0
16836 84175 0 0.0 0.0 0.0
16837 84180 0 0.0 0.0 0.0
16838 84185 0 0.0 0.0 0.0
16839 84190 0 0.0 0.0 0.0
16840 84195 0 0.0 0.0 0.0
16841 84200 0 0.0 0.0 0.0
16842 84205 0 0.0 0.0 0.0
16843 84210 0 0.0 0.0 0.0
16844 84215 0 0.0 0.0 0.0
16845 84220 0 0.0 0.0 0.0
16846 84225 0 0.0 0.0 0.0
16847 84230 0 0.0 0.0 0.0
16848 84235 0 0.0 0.0 0.0
16849 84240 0 0.0 0.0 0.0
16850 84245 0 0.0 0.0 0.0
16851 84250 0 0.0 0.0 0.0
16852 84255 0 0.0 0.0 0.0
16853 84260 0 0.0 0.0 0.0
16854 84265 0 0.0 0.0 0.0
16855 84270 0 0.0 0.0 0.0
16856 84275 0 0.0 0.0 0.0
16857 84280 0 0.0 0.0 0.0
16858 84285 0 0.0 0.0 0.0
16859 84290 0 0.0 0.0 0.0
16860 84295 0 0.0 0.0 0.0
16861 84300 0 0.0 0.0 0.0
16862 84305 0 0.0 0.0 0.0
16863 84310 0 0.0 0.0 0.0
16864 84315 0 0.0 0.0 0.0
16865 84320 0 0.0 0.0 0.0
16866 84325 0 0.0 0.0 0.0
16867 84330 0 0.0 0.0 0.0
16868 84335 0 0.0 0.0 0.0
16869 84340 0 0.0 0.0 0.0
16870 84345 0 0.0 0.0 0.0
16871 84350 0 0.0 0.0 0.0
16872 84355 0 0.0 0.0 0.0
16873 84360 0 0.0 0.0 0.0
16874 84365 0 0.0 0.0 0.0
16875 84370 0 0.0 0.0 0.0
16876 84375 0 0.0 0.0 0.0
16877 84380 0 0.0 0.0 0.0
16878 84385 0 0.0 0.0 0.0
16879 84390 0 0.0 0.0 0.0
16880 84395 0 0.0 0.0 0.0
16881 84400 0 0.0 0.0 0.0
16882 84405 0 0.0 0.0 0.0
16883 84410 0 0.0 0.0 0.0
16884 84415 0 0.0 0.0 0.0
16885 84420 0 0.0 0.0 0.0
16886 84425 0 0.0 0.0 0.0
16887 84430 0 0.0 0.0 0.0
16888 84435 0 0.0 0.0 0.0
16889 84440 0 0.0 0.0 0.0
16890 84445 0 0.0 0.0 0.0
16891 84450 0 0.0 0.0 0.0
16892 84455 0 0.0 0.0 0.0
16893 84460 0 0.0 0.0 0.0
16894 84465 0 0.0 0.0 0.0
16895 84470 0 0.0 0.0 0.0
16896 84475 0 0.0 0.0 0.0
16897 84480 0 0.0 0.0 0.0
16898 84485 0 0.0 0.0 0.0
16899 84490 0 0.0 0.0 0.0
16900 84495 0 0.0 0.0 0.0
16901 84500 0 0.0 0.0 0.0
16902 84505 0 0.0 0.0 0.0
16903 84510 0 0.0 0.0 0.0
16904 84515 0 0.0 0.0 0.0
16905 84520 0 0.0 0.0 0.0
16906 84525 0 0.0 0.0 0.0
16907 84530 0 0.0 0.0 0.0
16908 84535 0 0.0 0.0 0.0
16909 84540 0 0.0 0.0 0.0
16910 84545 0 0.0 0.0 0.0
16911 84550 0 0.0 0.0 0.0
16912 84555 0 0.0 0.0 0.0
16913 84560 0 0.0 0.0 0.0
16914 84565 0 0.0 0.0 0.0
16915 84570 0 0.0 0.0 0.0
16916 84575 0 0.0 0.0 0.0
16917 84580 0 0.0 0.0 0.0
16918 84585 0 0.0 0.0 0.0
16919 84590 0 0.0 0.0 0.0
16920 84595 0 0.0 0.0 0.0
16921 84600 0 0.0 0.0 0.0
16922 84605 0 0.0 0.0 0.0
16923 84610 0 0.0 0.0 0.0
16924 84615 0 0.0 0.0 0.0
16925 84620 0 0.0 0.0 0.0
16926 84625 0 0.0 0.0 0.0
16927 84630 0 0.0 0.0 0.0
16928 84635 0 0.0 0.0 0.0
16929 84640 0 0.0 0.0 0.0
16930 84645 0 0.0 0.0 0.0
16931 84650 0 0.0 0.0 0.0
16932 84655 0 0.0 0.0 0.0
16933 84660 0 0.0 0.0 0.0
16934 84665 0 0.0 0.0 0.0
16935 84670 0 0.0 0.0 0.0
16936 84675 0 0.0 0.0 0.0
16937 84680 0 0.0 0.0 0.0
16938 84685 0 0.0 0.0 0.0
16939 84690 0 0.0 0.0 0.0
16940 84695 0 0.0 0.0 0.0
16941 84700 0 0.0 0.0 0.0
16942 84705 0 0.0 0.0 0.0
16943 84710 0 0.0 0.0 0.0
16944 84715 0 0.0 0.0 0.0
16945 84720 0 0.0 0.0 0.0
16946 84725 0 0.0 0.0 0.0
16947 84730 0 0.0 0.0 0.0
16948 84735 0 0.0 0.0 0.0
16949 84740 0 0.0 0.0 0.0
16950 84745 0 0.0 0.0 0.0
16951 84750 0 0.0 0.0 0.0
16952 84755 0 0.0 0.0 0.0
16953 84760 0 0.0 0.0 0.0
16954 84765 0 0.0 0.0 0.0
16955 84770 0 0.0 0.0 0.0
16956 84775 0 0.0 0.0 0.0
16957 84780 0 0.0 0.0 0.0
16958 84785 0 0.0 0.0 0.0
16959 84790 0 0.0 0.0 0.0
16960 84795 0 0.0 0.0 0.0
16961 84800 0 0.0 0.0 0.0
16962 84805 0 0.0 0.0 0.0
16963 84810 0 0.0 0.0 0.0
16964 84815 0 0.0 0.0 0.0
16965 84820 0 0.0 0.0 0.0
16966 84825 0 0.0 0.0 0.0
16967 84830 0 0.0 0.0 0.0
16968 84835 0 0.0 0.0 0.0
16969 84840 0 0.0 0.0 0.0
16970 84845 0 0.0 0.0 0.0
16971 84850 0 0.0 0.0 0.0
16972 84855 0 0.0 0.0 0.0
16973 84860 0 0.0 0.0 0.0
16974 84865 0 0.0 0.0 0.0
16975 84870 0 0.0 0.0 0.0
16976 84875 0 0.0 0.0 0.0
16977 84880 0 0.0 0.0 0.0
16978 84885 0 0.0 0.0 0.0
16979 84890 0 0.0 0.0 0.0
16980 84895 0 0.0 0.0 0.0
16981 84900 0 0.0 0.0 0.0
16982 84905 0 0.0 0.0 0.0
16983 84910 0 0.0 0.0 0.0
16984 84915 0 0.0 0.0 0.0
16985 84920 0 0.0 0.0 0.0
16986 84925 0 0.0 0.0 0.0
16987 84930 0 0.0 0.0 0.0
16988 84935 0 0.0 0.0 0.0
16989 84940 0 0.0 0.0 0.0
16990 84945 0 0.0 0.0 0.0
16991 84950 0 0.0 0.0 0.0
16992 84955 0 0.0 0.0 0.0
16993 84960 0 0.0 0.0 0.0
16994 84965 0 0.0 0.0 0.0
16995 84970 0 0.0 0.0 0.0
16996 84975 0 0.0 0.0 0.0
16997 84980 0 0.0 0.0 0.0
16998 84985 0 0.0 0.0 0.0
16999 84990 0 0.0 0.0 0.0
17000 84995 0 0.0 0.0 0.0
17001 85000 0 0.0 0.0 0.0
17002 85005 0 0.0 0.0 0.0
17003 85010 0 0.0 0.0 0.0
17004 85015 0 0.0 0.0 0.0
17005 85020 0 0.0 0.0 0.0
17006 85025 0 0.0 0.0 0.0
17007 85030 0 0.0 0.0 0.0
17008 85035 0 0.0 0.0 0.0
17009 85040 0 0.0 0.0 0.0
17010 85045 0 0.0 0.0 0.0
17011 85050 0 0.0 0.0 0.0
17012 85055 0 0.0 0.0 0.0
17013 85060 0 0.0 0.0 0.0
17014 85065 0 0.0 0.0 0.0
17015 85070 0 0.0 0.0 0.0
17016 85075 0 0.0 0.0 0.0
17017 85080 0 0.0 0.0 0.0
17018 85085 0 0.0 0.0 0.0
17019 85090 0 0.0 0.0 0.0
17020 85095 0 0.0 0.0 0.0
17021 85100 0 0.0 0.0 0.0
17022 85105 0 0.0 0.0 0.0
17023 85110 0 0.0 0.0 0.0
17024 85115 0 0.0 0.0 0.0
17025 85120 0 0.0 0.0 0.0
17026 85125 0 0.0 0.0 0.0
17027 85130 0 0.0 0.0 0.0
17028 85135 0 0.0 0.0 0.0
17029 85140 0 0.0 0.0 0.0
17030 85145 0 0.0 0.0 0.0
17031 85150 0 0.0 0.0 0.0
17032 85155 0 0.0 0.0 0.0
17033 85160 0 0.0 0.0 0.0
17034 85165 0 0.0 0.0 0.0
17035 85170 0 0.0 0.0 0.0
17036 85175 0 0.0 0.0 0.0
17037 85180 0 0.0 0.0 0.0
17038 85185 0 0.0 0.0 0.0
17039 85190 0 0.0 0.0 0.0
17040 85195 0 0.0 0.0 0.0
17041 85200 0 0.0 0.0 0.0
17042 85205 0 0.0 0.0 0.0
17043 85210 0 0.0 0.0 0.0
17044 85215 0 0.0 0.0 0.0
17045 85220 0 0.0 0.0 0.0
17046 85225 0 0.0 0.0 0.0
17047 85230 0 0.0 0.0 0.0
17048 85235 0 0.0 0.0 0.0
17049 85240 0 0.0 0.0 0.0
17050 85245 0 0.0 0.0 0.0
17051 85250 0 0.0 0.0 0.0
17052 85255 0 0.0 0.0 0.0
17053 85260 0 0.0 0.0 0.0
17054 85265 0 0.0 0.0 0.0
17055 85270 0 0.0 0.0 0.0
17056 85275 0 0.0 0.0 0.0
17057 85280 0 0.0 0.0 0.0
17058 85285 0 0.0 0.0 0.0
17059 85290 0 0.0 0.0 0.0
17060 85295 0 0.0 0.0 0.0
17061 85300 0 0.0 0.0 0.0
17062 85305 0 0.0 0.0 0.0
17063 85310 0 0.0 0.0 0.0
17064 85315 0 0.0 0.0 0.0
17065 85320 0 0.0 0.0 0.0
17066 85325 0 0.0 0.0 0.0
17067 85330 0 0.0 0.0 0.0
17068 85335 0 0.0 0.0 0.0
17069 85340 0 0.0 0.0 0.0
17070 85345 0 0.0 0.0 0.0
17071 85350 0 0.0 0.0 0.0
17072 85355 0 0.0 0.0 0.0
17073 85360 0 0.0 0.0 0.0
17074 85365 0 0.0 0.0 0.0
17075 85370 0 0.0 0.0 0.0
17076 85375 0 0.0 0.0 0.0
17077 85380 0 0.0 0.0 0.0
17078 85385 0 0.0 0.0 0.0
17079 85390 0 0.0 0.0 0.0
17080 85395 0 0.0 0.0 0.0
17081 85400 0 0.0 0.0 0.0
17082 85405 0 0.0 0.0 0.0
17083 85410 0 0.0 0.0 0.0
17084 85415 0 0.0 0.0 0.0
17085 85420 0 0.0 0.0 0.0
17086 85425 0 0.0 0.0 0.0
17087 85430 0 0.0 0.0 0.0
17088 85435 0 0.0 0.0 0.0
17089 85440 0 0.0 0.0 0.0
17090 85445 0 0.0 0.0 0.0
17091 85450 0 0.0 0.0 0.0
17092 85455 0 0.0 0.0 0.0
17093 85460 0 0.0 0.0 0.0
17094 85465 0 0.0 0.0 0.0
17095 85470 0 0.0 0.0 0.0
17096 85475 0 0.0 0.0 0.0
17097 85480 0 0.0 0.0 0.0
17098 85485 0 0.0 0.0 0.0
17099 85490 0 0.0 0.0 0.0
17100 85495 0 0.0 0.0 0.0
17101 85500 0 0.0 0.0 0.0
17102 85505 0 0.0 0.0 0.0
17103 85510 0 0.0 0.0 0.0
17104 85515 0 0.0 0.0 0.0
17105 85520 0 0.0 0.0 0.0
17106 85525 0 0.0 0.0 0.0
17107 85530 0 0.0 0.0 0.0
17108 85535 0 0.0 0.0 0.0
17109 85540 0 0.0 0.0 0.0
17110 85545 0 0.0 0.0 0.0
17111 85550 0 0.0 0.0 0.0
17112 85555 0 0.0 0.0 0.0
17113 85560 0 0.0 0.0 0.0
17114 85565 0 0.0 0.0 0.0
17115 85570 0 0.0 0.0 0.0
17116 85575 0 0.0 0.0 0.0
17117 85580 0 0.0 0.0 0.0
17118 85585 0 0.0 0.0 0.0
17119 85590 0 0.0 0.0 0.0
17120 85595 0 0.0 0.0 0.0
17121 85600 0 0.0 0.0 0.0
17122 85605 0 0.0 0.0 0.0
17123 85610 0 0.0 0.0 0.0
17124 85615 0 0.0 0.0 0.0
17125 85620 0 0.0 0.0 0.0
17126 85625 0 0.0 0.0 0.0
17127 85630 0 0.0 0.0 0.0
17128 85635 0 0.0 0.0 0.0
17129 85640 0 0.0 0.0 0.0
17130 85645 0 0.0 0.0 0.0
17131 85650 0 0.0 0.0 0.0
17132 85655 0 0.0 0.0 0.0
17133 85660 0 0.0 0.0 0.0
17134 85665 0 0.0 0.0 0.0
17135 85670 0 0.0 0.0 0.0
17136 85675 0 0.0 0.0 0.0
17137 85680 0 0.0 0.0 0.0
17138 85685 0 0.0 0.0 0.0
17139 85690 0 0.0 0.0 0.0
17140 85695 0 0.0 0.0 0.0
17141 85700 0 0.0 0.0 0.0
17142 85705 0 0.0 0.0 0.0
17143 85710 0 0.0 0.0 0.0
17144 85715 0 0.0 0.0 0.0
17145 85720 0 0.0 0.0 0.0
17146 85725 0 0.0 0.0 0.0
17147 85730 0 0.0 0.0 0.0
17148 85735 0 0.0 0.0 0.0
17149 85740 0 0.0 0.0 0.0
17150 85745 0 0.0 0.0 0.0
17151 85750 0 0.0 0.0 0.0
17152 85755 0 0.0 0.0 0.0
17153 85760 0 0.0 0.0 0.0
17154 85765 0 0.0 0.0 0.0
17155 85770 0 0.0 0.0 0.0
17156 85775 0 0.0 0.0 0.0
17157 85780 0 0.0 0.0 0.0
17158 85785 0 0.0 0.0 0.0
17159 85790 0 0.0 0.0 0.0
17160 85795 0 0.0 0.0 0.0
17161 85800 0 0.0 0.0 0.0
17162 85805 0 0.0 0.0 0.0
17163 85810 0 0.0 0.0 0.0
17164 85815 0 0.0 0.0 0.0
17165 85820 0 0.0 0.0 0.0
17166 85825 0 0.0 0.0 0.0
17167 85830 0 0.0 0.0 0.0
17168 85835 0 0.0 0.0 0.0
17169 85840 0 0.0 0.0 0.0
17170 85845 0 0.0 0.0 0.0
17171 85850 0 0.0 0.0 0.0
17172 85855 0 0.0 0.0 0.0
17173 85860 0 0.0 0.0 0.0
17174 85865 0 0.0 0.0 0.0
17175 85870 0 0.0 0.0 0.0
17176 85875 0 0.0 0.0 0.0
17177 85880 0 0.0 0.0 0.0
17178 85885 0 0.0 0.0 0.0
17179 85890 0 0.0 0.0 0.0
17180 85895 0 0.0 0.0 0.0
17181 85900 0 0.0 0.0 0.0
17182 85905 0 0.0 0.0 0.0
17183 85910 0 0.0 0.0 0.0
17184 85915 0 0.0 0.0 0.0
17185 85920 0 0.0 0.0 0.0
17186 85925 0 0.0 0.0 0.0
17187 85930 0 0.0 0.0 0.0
17188 85935 0 0.0 0.0 0.0
17189 85940 0 0.0 0.0 0.0
17190 85945 0 0.0 0.0 0.0
17191 85950 0 0.0 0.0 0.0
17192 85955 0 0.0 0.0 0.0
17193 85960 0 0.0 0.0 0.0
17194 85965 0 0.0 0.0 0.0
17195 85970 0 0.0 0.0 0.0
17196 85975 0 0.0 0.0 0.0
17197 85980 0 0.0 0.0 0.0
17198 85985 0 0.0 0.0 0.0
17199 85990 0 0.0 0.0 0.0
17200 85995 0 0.0 0.0 0.0
17201 86000 0 0.0 0.0 0.0
17202 86005 0 0.0 0.0 0.0
17203 86010 0 0.0 0.0 0.0
17204 86015 0 0.0 0.0 0.0
17205 86020 0 0.0 0.0 0.0
17206 86025 0 0.0 0.0 0.0
17207 86030 0 0.0 0.0 0.0
17208 86035 0 0.0 0.0 0.0
17209 86040 0 0.0 0.0 0.0
17210 86045 0 0.0 0.0 0.0
17211 86050 0 0.0 0.0 0.0
17212 86055 0 0.0 0.0 0.0
17213 86060 0 0.0 0.0 0.0
17214 86065 0 0.0 0.0 0.0
17215 86070 0 0.0 0.0 0.0
17216 86075 0 0.0 0.0 0.0
17217 86080 0 0.0 0.0 0.0
17218 86085 0 0.0 0.0 0.0
17219 86090 0 0.0 0.0 0.0
17220 86095 0 0.0 0.0 0.0
17221 86100 0 0.0 0.0 0.0
17222 86105 0 0.0 0.0 0.0
17223 86110 0 0.0 0.0 0.0
17224 86115 0 0.0 0.0 0.0
17225 86120 0 0.0 0.0 0.0
17226 86125 0 0.0 0.0 0.0
17227 86130 0 0.0 0.0 0.0
17228 86135 0 0.0 0.0 0.0
17229 86140 0 0.0 0.0 0.0
17230 86145 0 0.0 0.0 0.0
17231 86150 0 0.0 0.0 0.0
17232 86155 0 0.0 0.0 0.0
17233 86160 0 0.0 0.0 0.0
17234 86165 0 0.0 0.0 0.0
17235 86170 0 0.0 0.0 0.0
17236 86175 0 0.0 0.0 0.0
17237 86180 0 0.0 0.0 0.0
17238 86185 0 0.0 0.0 0.0
17239 86190 0 0.0 0.0 0.0
17240 86195 0 0.0 0.0 0.0
17241 86200 0 0.0 0.0 0.0
17242 86205 0 0.0 0.0 0.0
17243 86210 0 0.0 0.0 0.0
17244 86215 0 0.0 0.0 0.0
17245 86220 0 0.0 0.0 0.0
17246 86225 0 0.0 0.0 0.0
17247 86230 0 0.0 0.0 0.0
17248 86235 0 0.0 0.0 0.0
17249 86240 0 0.0 0.0 0.0
17250 86245 0 0.0 0.0 0.0
17251 86250 0 0.0 0.0 0.0
17252 86255 0 0.0 0.0 0.0
17253 86260 0 0.0 0.0 0.0
17254 86265 0 0.0 0.0 0.0
17255 86270 0 0.0 0.0 0.0
17256 86275 0 0.0 0.0 0.0
17257 86280 0 0.0 0.0 0.0
17258 86285 0 0.0 0.0 0.0
17259 86290 0 0.0 0.0 0.0
17260 86295 0 0.0 0.0 0.0
17261 86300 0 0.0 0.0 0.0
17262 86305 0 0.0 0.0 0.0
17263 86310 0 0.0 0.0 0.0
17264 86315 0 0.0 0.0 0.0
17265 86320 0 0.0 0.0 0.0
17266 86325 0 0.0 0.0 0.0
17267 86330 0 0.0 0.0 0.0
17268 86335 0 0.0 0.0 0.0
17269 86340 0 0.0 0.0 0.0
17270 86345 0 0.0 0.0 0.0
17271 86350 0 0.0 0.0 0.0
17272 86355 0 0.0 0.0 0.0
17273 86360 0 0.0 0.0 0.0
17274 86365 0 0.0 0.0 0.0
17275 86370 0 0.0 0.0 0.0
17276 86375 0 0.0 0.0 0.0
17277 86380 0 0.0 0.0 0.0
17278 86385 0 0.0 0.0 0.0
17279 86390 0 0.0 0.0 0.0
17280 86395 0 0.0 0.0 0.0
17281 86400 0 0.0 0.0 0.0
17282 86405 0 0.0 0.0 0.0
17283 86410 0 0.0 0.0 0.0
17284 86415 0 0.0 0.0 0.0
17285 86420 0 0.0 0.0 0.0
17286 86425 0 0.0 0.0 0.0
17287 86430 0 0.0 0.0 0.0
17288 86435 0 0.0 0.0 0.0
17289 86440 0 0.0 0.0 0.0
17290 86445 0 0.0 0.0 0.0
17291 86450 0 0.0 0.0 0.0
17292 86455 0 0.0 0.0 0.0
17293 86460 0 0.0 0.0 0.0
17294 86465 0 0.0 0.0 0.0
17295 86470 0 0.0 0.0 0.0
17296 86475 0 0.0 0.0 0.0
17297 86480 0 0.0 0.0 0.0
17298 86485 0 0.0 0.0 0.0
17299 86490 0 0.0 0.0 0.0
17300 86495 0 0.0 0.0 0.0
17301 86500 0 0.0 0.0 0.0
17302 86505 0 0.0 0.0 0.0
17303 86510 0 0.0 0.0 0.0
17304 86515 0 0.0 0.0 0.0
17305 86520 0 0.0 0.0 0.0
17306 86525 0 0.0 0.0 0.0
17307 86530 0 0.0 0.0 0.0
17308 86535 0 0.0 0.0 0.0
17309 86540 0 0.0 0.0 0.0
17310 86545 0 0.0 0.0 0.0
17311 86550 0 0.0 0.0 0.0
17312 86555 0 0.0 0.0 0.0
17313 86560 0 0.0 0.0 0.0
17314 86565 0 0.0 0.0 0.0
17315 86570 0 0.0 0.0 0.0
17316 86575 0 0.0 0.0 0.0
17317 86580 0 0.0 0.0 0.0
17318 86585 0 0.0 0.0 0.0
17319 86590 0 0.0 0.0 0.0
17320 86595 0 0.0 0.0 0.0
17321 86600 0 0.0 0.0 0.0
17322 86605 0 0.0 0.0 0.0
17323 86610 0 0.0 0.0 0.0
17324 86615 0 0.0 0.0 0.0
17325 86620 0 0.0 0.0 0.0
17326 86625 0 0.0 0.0 0.0
17327 86630 0 0.0 0.0 0.0
17328 86635 0 0.0 0.0 0.0
17329 86640 0 0.0 0.0 0.0
17330 86645 0 0.0 0.0 0.0
17331 86650 0 0.0 0.0 0.0
17332 86655 0 0.0 0.0 0.0
17333 86660 0 0.0 0.0 0.0
17334 86665 0 0.0 0.0 0.0
17335 86670 0 0.0 0.0 0.0
17336 86675 0 0.0 0.0 0.0
17337 86680 0 0.0 0.0 0.0
17338 86685 0 0.0 0.0 0.0
17339 86690 0 0.0 0.0 0.0
17340 86695 0 0.0 0.0 0.0
17341 86700 0 0.0 0.0 0.0
17342 86705 0 0.0 0.0 0.0
17343 86710 0 0.0 0.0 0.0
17344 86715 0 0.0 0.0 0.0
17345 86720 0 0.0 0.0 0.0
17346 86725 0 0.0 0.0 0.0
17347 86730 0 0.0 0.0 0.0
17348 86735 0 0.0 0.0 0.0
17349 86740 0 0.0 0.0 0.0
17350 86745 0 0.0 0.0 0.0
17351 86750 0 0.0 0.0 0.0
17352 86755 0 0.0 0.0 0.0
17353 86760 0 0.0 0.0 0.0
17354 86765 0 0.0 0.0 0.0
17355 86770 0 0.0 0.0 0.0
17356 86775 0 0.0 0.0 0.0
17357 86780 0 0.0 0.0 0.0
17358 86785 0 0.0 0.0 0.0
17359 86790 0 0.0 0.0 0.0
17360 86795 0 0.0 0.0 0.0
17361 86800 0 0.0 0.0 0.0
17362 86805 0 0.0 0.0 0.0
17363 86810 0 0.0 0.0 0.0
17364 86815 0 0.0 0.0 0.0
17365 86820 0 0.0 0.0 0.0
17366 86825 0 0.0 0.0 0.0
17367 86830 0 0.0 0.0 0.0
17368 86835 0 0.0 0.0 0.0
17369 86840 0 0.0 0.0 0.0
17370 86845 0 0.0 0.0 0.0
17371 86850 0 0.0 0.0 0.0
17372 86855 0 0.0 0.0 0.0
17373 86860 0 0.0 0.0 0.0
17374 86865 0 0.0 0.0 0.0
17375 86870 0 0.0 0.0 0.0
17376 86875 0 0.0 0.0 0.0
17377 86880 0 0.0 0.0 0.0
17378 86885 0 0.0 0.0 0.0
17379 86890 0 0.0 0.0 0.0
17380 86895 0 0.0 0.0 0.0
17381 86900 0 0.0 0.0 0.0
17382 86905 0 0.0 0.0 0.0
